1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0532776876434131,0.057763343817482,0.119295804100487,-0.00509729937751905,0.106459214876752,0.147742436572035,0.075282807570683,0.145884650844916,0.00896064875750669,0.266670437623913,0.106788168585365,-0.05289796908408,0.043892899188627,-0.0217493704535555,0.114330004199704,0.157928932766269,0.0044710740963484,0.100310150344716,0.133317362552045,0.0048410351021731,0.157452645900061,0.161929881729417,0.125018204969679,0.0266997414060361,0.0780977577760082,0.0455745941798258,0.15218675232331,0.137052042067972,0.0918689955401655,0.044551049735419,0.0299722460657693,-0.0256866029455148,0.130357532976827,0.0595138414506969,0.11823073400676,0.113987541544801,0.0495064612398288,0.120955026391233,0.0289071427160115,0.235626303214324,0.148269700832686,0.0286589975070204,0.127308653482919,0.21584972710046,0.143409957374583,0.138146239739643,0.155440799991708,0.124308416148246,0.100139383938562,0.192745286995817,0.146568736851843,-0.0356258532635631,0.1423340615253,0.0932975747091865,0.0815413171942359,0.163910945342097,0.0305150981420503,0.0681193462777449,0.0706551241733617,-0.0103350675100965,0.190268585483888,0.0251048539115112,0.0911882124150717,0.0040698876125032,0.124533113949237,0.0739712429418342,0.0283250410304088,0.0175329681453278,0.132941650050116,-0.0265921486934578,0.180238011408387,0.0122530633753571,0.0493665298060587,0.0167561065520627,-0.000640907588309775,0.0350060837706509,0.235851006416149,0.12284533237366,0.174470792654044,0.119393328950044,-0.00218971785635374,0.0899562312694189,0.287036771152936,0.0381855408892754,0.0945577675773238,-0.0361085791413781,0.0991183193928753,0.0398831333362088,0.122919306734119,0.0337301332266709,0.0764168251847105,0.120008737085759,0.136962976231826,0.226277794718752,0.132079184734084,-0.0183759550992501,0.158417754915187,0.0998193407416069,0.136895745410859,0.0402697438641194,-0.16985799454227,-0.0600999721753528,0.0228761672070056,-0.244473762729177,-0.133951476566716,-0.454774389053049,-0.268585328300589,-0.146589255315739,-0.269949215629362,-0.278700404407469,-0.251945590342344,-0.161763705413809,-0.200057756633669,-0.233643539559884,-0.139610448825769,-0.169718980421845,-0.297277275932789,-0.198430120068354,-0.15024890996909,-0.179668618354776,-0.0985934514144619,-0.136565850631359,-0.14365978535075,-0.192894649065766,-0.155130327786846,-0.301828167241175,-0.227050087416692,-0.208368333692261,-0.203468077049491,-0.196233150772273,-0.175754132084993,-0.299440800430547,-0.249652218854679,-0.0678059184851724,-0.125035949271381,-0.059134786201451,-0.355331059835145,-0.334103081383118,-0.198578487961449,-0.225795119799088,-0.127574441325956,-0.160376267380695,-0.217504490331627,-0.0947126324878622,-0.270621909440702,-0.159649816877565,-0.110393250346138,-0.335154962394118,-0.0177282879201986,-0.496149510145629,-0.233820239965689,-0.326981238046945,-0.217214762238915,-0.20116976949193,-0.114412802101935,-0.0140558933261141,-0.228912827450234,-0.235140918323488,0.0692633858984172,0.0115416431268978,-0.191276190794939,-0.0660320545677222,-0.0759365456489358,-0.166854177609618,-0.117255139025074,-0.0173329389256989,-0.223732522326939,0.100744916538888,-0.156658070757744,-0.0369665247654033,-0.116192228206174,0.0418636613266962,-0.161672450324419,-0.0317562405783628,-0.0170716560147989,-0.144220904168036,-0.169998731493108,-0.246273591764765,-0.197125871364786,-0.0509038451914585,-0.051699329069185,0.0890066256898988,-0.118549626138105,0.0493733817773059,0.0550946439325971,-0.0994834974979858,-0.147506916582011,-0.198168319343229,-0.0753567599538253,-0.185941759837388,-0.111373947260216,-0.184968826216373,0.0145762037980893,0.0397268836078842,-0.186510392435268,-0.14747196391301,-0.115742299889806,-0.0342710745171771,-0.153264273113226,-0.00358625870563576,0.00521454716686621,0.225999906637692,-0.0617203036644307,0.1626104177656,-0.115211203392627,0.0906446420903299,0.0823052620821817,-0.14826568853194,0.15026198788507,0.107063385882931,0.101591947697741,-0.0255772700239479,0.274366846522211,0.108952047934828,0.10876460381643,-0.0906642657750443,-0.0237077006309609,0.061782905416981,0.00836084998857546,0.177119394793861,0.177631276390329,0.204933229582471,-0.100507895513736,0.129265447843657,-0.108197956150763,0.09130419320027,-0.0388025447148073,-0.0645067255893498,0.107377574575602,0.0908831925471634,0.0580792663478844,0.149530368638216,0.138475336222892,-0.261999452147016,0.0532586820112534,-0.0168271036680699,0.126984229275409,0.158025118785008,0.0900801351081939,0.206134365654306,0.104924890876628,0.0900054624818846,0.274121648760636,-0.030241110023523,0.162852338692719,0.0420508962831745,-0.0685245667302374,0.03367302859052,0.145832205205788,0.0932951957525104
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
